PF,6/7/2015,1.00,1.01,0.99,16333699
PERM,6/7/2015,1.62,1.67,1.62,511900
PE,6/7/2015,1.25,1.27,1.25,854800
PDI,6/7/2015,16.00,16.20,16.00,568500
PDG,6/7/2015,4.20,4.46,4.20,2595000
PCA,6/7/2015,4.32,4.42,4.32,395100
PB,6/7/2015,45.25,45.75,45.25,3339
PATO,6/7/2015,11.60,11.60,11.60,37500
PAP,6/7/2015,3.74,3.74,3.70,183700
PAE,6/7/2015,0.36,0.37,0.35,25461840
PACE,6/7/2015,2.86,2.92,2.80,6039958
OTO,6/7/2015,6.50,7.10,6.50,3436322
OISHI,6/7/2015,75.75,76.50,75.75,2300
OCEAN,6/7/2015,1.20,1.25,1.20,1045600
NYT,6/7/2015,14.80,14.90,14.60,170700
NWR,6/7/2015,1.89,1.90,1.88,10684302
NUSA,6/7/2015,0.84,0.84,0.79,70439225
NTV,6/7/2015,33.25,33.25,33.25,14300
NSI,6/7/2015,109.00,109.00,102.00,38600
NOK,6/7/2015,9.90,10.00,9.90,524421
NOBLE,6/7/2015,13.80,13.90,13.70,134000
NNCL,6/7/2015,1.60,1.63,1.59,824201
NMG,6/7/2015,1.75,1.81,1.75,3452766
NPP,6/7/2015,1.89,1.93,1.87,4617100
NEWS,6/7/2015,0.25,0.25,0.24,18511700
NEP,6/7/2015,0.81,0.84,0.81,804200
NDR,6/7/2015,3.90,3.96,3.86,709100
NCL,6/7/2015,2.72,2.82,2.72,588700
NCH,6/7/2015,1.82,1.90,1.80,12359700
NBC,6/7/2015,3.28,3.34,3.26,200800
MTLS,6/7/2015,19.00,19.10,18.70,3080400
MTI,6/7/2015,152.00,152.50,151.50,201200
MSC,6/7/2015,5.00,5.20,5.00,2941800
MPIC,6/7/2015,1.75,1.75,1.68,78600
MONO,6/7/2015,3.06,3.16,3.06,2893339
MODERN,6/7/2015,9.60,9.65,9.55,153600
MNRF,6/7/2015,8.25,8.25,8.20,6300
ML,6/7/2015,1.96,2.08,1.96,19490130
MK,6/7/2015,5.15,5.25,5.15,4040500
MJLF,6/7/2015,12.90,13.00,12.90,800
MJD,6/7/2015,3.20,3.20,3.12,741100
